route,total_cost
Centre Port->Woolworths Maidstone->Woolworths Karori->Centre Port,703.5168750000001
Centre Port->Woolworths Maidstone->Woolworths Porirua->Centre Port,792.3793055555556
Centre Port->Woolworths Maidstone->Woolworths Aotea->Centre Port,694.4647916666668
Centre Port->Woolworths Maidstone->Woolworths Upper Hutt->Centre Port,601.7821527777778
Centre Port->Woolworths Maidstone->Woolworths Johnsonville Mall->Centre Port,651.2210416666666
Centre Port->Woolworths Maidstone->Woolworths Newtown->Centre Port,661.3517361111111
Centre Port->Woolworths Maidstone->Metro Cable Car Lane->Centre Port,569.7627777777778
Centre Port->Woolworths Maidstone->Woolworths Lower Hutt->Centre Port,613.6652083333332
Centre Port->Woolworths Maidstone->Woolworths Queensgate->Centre Port,628.9330555555556
Centre Port->Woolworths Maidstone->Woolworths Tawa->Centre Port,593.7344444444445
Centre Port->Woolworths Maidstone->Woolworths Crofton Downs->Centre Port,746.8011111111111
Centre Port->Woolworths Maidstone->Woolworths Johnsonville->Centre Port,715.3029166666669
Centre Port->Woolworths Maidstone->FreshChoice Cannons Creek->Centre Port,695.8634722222223
Centre Port->FreshChoice Cannons Creek->Woolworths Kilbirnie->Centre Port,548.6083333333333
Centre Port->FreshChoice Cannons Creek->Woolworths Wainuiomata->Centre Port,706.2332638888888
Centre Port->FreshChoice Cannons Creek->FreshChoice Woburn->Centre Port,509.8216666666667
Centre Port->FreshChoice Cannons Creek->Woolworths Petone->Centre Port,518.1805555555557
Centre Port->FreshChoice Cannons Creek->FreshChoice Cuba Street->Centre Port,442.76000000000005
Centre Port->FreshChoice Cannons Creek->Woolworths Karori->Centre Port,548.4761111111111
Centre Port->FreshChoice Cannons Creek->Woolworths Porirua->Centre Port,543.3022222222222
Centre Port->FreshChoice Cannons Creek->Woolworths Aotea->Centre Port,474.95666666666676
Centre Port->FreshChoice Cannons Creek->Woolworths Upper Hutt->Centre Port,622.6752777777779
Centre Port->FreshChoice Cannons Creek->Woolworths Johnsonville Mall->Centre Port,482.57055555555564
Centre Port->FreshChoice Cannons Creek->Woolworths Newtown->Centre Port,517.8105555555555
Centre Port->FreshChoice Cannons Creek->Metro Cable Car Lane->Centre Port,442.9538888888889
Centre Port->FreshChoice Cannons Creek->Woolworths Lower Hutt->Centre Port,546.9988888888888
Centre Port->FreshChoice Cannons Creek->Woolworths Queensgate->Centre Port,558.1027777777779
Centre Port->FreshChoice Cannons Creek->Woolworths Tawa->Centre Port,421.32
Centre Port->FreshChoice Cannons Creek->Woolworths Crofton Downs->Centre Port,563.8316666666667
Centre Port->FreshChoice Cannons Creek->Woolworths Johnsonville->Centre Port,531.325
Centre Port->FreshChoice Cannons Creek->Woolworths Maidstone->Centre Port,691.740763888889
Centre Port->Woolworths Kilbirnie->Woolworths Wainuiomata->FreshChoice Woburn->Centre Port,788.7875000000001
Centre Port->Woolworths Kilbirnie->Woolworths Wainuiomata->FreshChoice Cuba Street->Centre Port,803.3846527777778
Centre Port->Woolworths Kilbirnie->Woolworths Wainuiomata->Metro Cable Car Lane->Centre Port,803.6512499999999
Centre Port->Woolworths Kilbirnie->Woolworths Wainuiomata->Woolworths Tawa->Centre Port,920.362013888889
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Wainuiomata->Centre Port,780.8468750000001
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Petone->Centre Port,622.4766666666667
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->FreshChoice Cuba Street->Centre Port,580.4772222222223
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Karori->Centre Port,718.5165972222222
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Porirua->Centre Port,856.7476388888888
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Aotea->Centre Port,793.2906249999999
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Upper Hutt->Centre Port,810.6736805555556
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Johnsonville Mall->Centre Port,666.2207638888888
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Newtown->Centre Port,676.3506944444445
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Metro Cable Car Lane->Centre Port,580.6716666666667
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Lower Hutt->Centre Port,614.9554166666666
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Queensgate->Centre Port,617.2715277777778
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Tawa->Centre Port,683.6954861111111
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Crofton Downs->Centre Port,761.8000694444445
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Johnsonville->Centre Port,730.3018750000001
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->Woolworths Maidstone->Centre Port,879.7391666666667
Centre Port->Woolworths Kilbirnie->FreshChoice Woburn->FreshChoice Cannons Creek->Centre Port,793.0568750000001
Centre Port->Woolworths Kilbirnie->Woolworths Petone->FreshChoice Woburn->Centre Port,628.7474305555555
Centre Port->Woolworths Kilbirnie->Woolworths Petone->FreshChoice Cuba Street->Centre Port,588.8355555555556
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Woolworths Karori->Centre Port,730.0093055555554
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Woolworths Aotea->Centre Port,804.7833333333332
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Woolworths Upper Hutt->Centre Port,860.135486111111
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Woolworths Johnsonville Mall->Centre Port,677.7134722222222
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Woolworths Newtown->Centre Port,687.8434027777778
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Metro Cable Car Lane->Centre Port,589.0300000000001
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Woolworths Lower Hutt->Centre Port,679.8661111111111
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Woolworths Queensgate->Centre Port,685.8381944444445
Centre Port->Woolworths Kilbirnie->Woolworths Petone->Woolworths Tawa->Centre Port,690.7584027777779
Centre Port->Woolworths Kilbirnie->Woolworths Petone->FreshChoice Cannons Creek->Centre Port,804.5495833333333
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Wainuiomata->Centre Port,778.9822222222223
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->FreshChoice Woburn->Centre Port,562.73
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Petone->Centre Port,571.088888888889
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Karori->Centre Port,560.8827777777777
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Porirua->Centre Port,738.5365972222222
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Aotea->Centre Port,675.0795833333333
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Upper Hutt->Centre Port,780.1418055555555
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Johnsonville Mall->Centre Port,562.1883333333334
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Newtown->Centre Port,531.8783333333333
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Metro Cable Car Lane->Centre Port,456.41833333333335
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Lower Hutt->Centre Port,599.9077777777778
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Queensgate->Centre Port,615.1402777777778
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Tawa->Centre Port,571.6761111111111
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Crofton Downs->Centre Port,607.9834027777779
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Johnsonville->Centre Port,612.0908333333332
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->Woolworths Maidstone->Centre Port,849.2072916666666
Centre Port->Woolworths Kilbirnie->FreshChoice Cuba Street->FreshChoice Cannons Creek->Centre Port,674.8450694444444
Centre Port->Woolworths Kilbirnie->Woolworths Karori->FreshChoice Woburn->Centre Port,693.4854861111111
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Woolworths Petone->Centre Port,704.9789583333334
Centre Port->Woolworths Kilbirnie->Woolworths Karori->FreshChoice Cuba Street->Centre Port,562.0727777777778
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Woolworths Aotea->Centre Port,819.8113194444444
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Woolworths Upper Hutt->Centre Port,924.8735416666666
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Woolworths Johnsonville Mall->Centre Port,692.7406944444446
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Woolworths Newtown->Centre Port,654.7983333333334
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Metro Cable Car Lane->Centre Port,567.2638888888889
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Woolworths Lower Hutt->Centre Port,744.6041666666667
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Woolworths Queensgate->Centre Port,759.8720138888888
Centre Port->Woolworths Kilbirnie->Woolworths Karori->Woolworths Tawa->Centre Port,705.7856250000001
Centre Port->Woolworths Kilbirnie->Woolworths Karori->FreshChoice Cannons Creek->Centre Port,819.5768055555554
Centre Port->Woolworths Kilbirnie->Woolworths Porirua->FreshChoice Woburn->Centre Port,855.1480555555554
Centre Port->Woolworths Kilbirnie->Woolworths Porirua->FreshChoice Cuba Street->Centre Port,762.9390277777777
Centre Port->Woolworths Kilbirnie->Woolworths Porirua->Metro Cable Car Lane->Centre Port,763.2056249999998
Centre Port->Woolworths Kilbirnie->Woolworths Porirua->Woolworths Tawa->Centre Port,733.4590277777778
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->FreshChoice Woburn->Centre Port,784.6861805555556
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Woolworths Petone->Centre Port,803.1852777777777
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->FreshChoice Cuba Street->Centre Port,699.4820138888888
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Woolworths Karori->Centre Port,844.8424305555554
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Woolworths Upper Hutt->Centre Port,936.1141666666667
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Woolworths Johnsonville Mall->Centre Port,754.2215277777777
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Woolworths Newtown->Centre Port,802.6765277777777
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Metro Cable Car Lane->Centre Port,699.749375
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Woolworths Lower Hutt->Centre Port,835.805625
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Woolworths Queensgate->Centre Port,851.0734722222221
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->Woolworths Tawa->Centre Port,670.0027777777779
Centre Port->Woolworths Kilbirnie->Woolworths Aotea->FreshChoice Cannons Creek->Centre Port,743.0825
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->FreshChoice Woburn->Centre Port,808.9327777777777
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Woolworths Petone->Centre Port,860.4280555555555
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->FreshChoice Cuba Street->Centre Port,804.544236111111
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Woolworths Karori->Centre Port,949.9038888888889
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Woolworths Aotea->Centre Port,940.8518055555555
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Woolworths Johnsonville Mall->Centre Port,897.6080555555554
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Woolworths Newtown->Centre Port,907.737986111111
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Metro Cable Car Lane->Centre Port,804.8108333333333
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Woolworths Lower Hutt->Centre Port,860.0522222222221
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Woolworths Queensgate->Centre Port,875.3200694444444
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->Woolworths Tawa->Centre Port,837.7718749999999
Centre Port->Woolworths Kilbirnie->Woolworths Upper Hutt->FreshChoice Cannons Creek->Centre Port,942.2504861111111
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->FreshChoice Woburn->Centre Port,664.6204166666666
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Woolworths Petone->Centre Port,676.1138888888888
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->FreshChoice Cuba Street->Centre Port,579.9350000000001
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Woolworths Karori->Centre Port,717.7710416666666
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Woolworths Aotea->Centre Port,750.7389583333334
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Woolworths Upper Hutt->Centre Port,896.0084722222223
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Woolworths Newtown->Centre Port,675.6051388888889
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Metro Cable Car Lane->Centre Port,580.1294444444445
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Woolworths Lower Hutt->Centre Port,715.739861111111
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Woolworths Queensgate->Centre Port,731.0077083333334
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->Woolworths Tawa->Centre Port,636.7140277777777
Centre Port->Woolworths Kilbirnie->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Centre Port,750.5044444444444
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->FreshChoice Woburn->Centre Port,613.8882638888888
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Woolworths Petone->Centre Port,625.3817361111111
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->FreshChoice Cuba Street->Centre Port,502.2916666666667
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Woolworths Karori->Centre Port,607.87875
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Woolworths Aotea->Centre Port,740.2140972222221
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Woolworths Upper Hutt->Centre Port,845.2763194444443
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Woolworths Johnsonville Mall->Centre Port,613.1434722222223
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Metro Cable Car Lane->Centre Port,507.4827777777778
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Woolworths Lower Hutt->Centre Port,665.0069444444445
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Woolworths Queensgate->Centre Port,680.2747916666665
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->Woolworths Tawa->Centre Port,626.1891666666667
Centre Port->Woolworths Kilbirnie->Woolworths Newtown->FreshChoice Cannons Creek->Centre Port,739.9795833333333
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Wainuiomata->Centre Port,786.12
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,567.9205555555556
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Petone->Centre Port,576.2800000000001
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,458.6966666666667
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Karori->Centre Port,568.3522222222222
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Porirua->Centre Port,745.6736111111111
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Aotea->Centre Port,682.2165972222223
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Upper Hutt->Centre Port,787.2788194444444
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,567.3794444444444
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Newtown->Centre Port,539.3477777777779
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,607.0102083333334
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,622.2780555555555
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Tawa->Centre Port,576.8666666666667
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Crofton Downs->Centre Port,615.1204166666666
Centre Port->Woolworths Kilbirnie->Metro Cable Car Lane->Woolworths Johnsonville->Centre Port,619.2286111111113
